incident_key,occur_date,occur_time,boro,loc_of_occur_desc,precinct,jurisdiction_code,loc_classfctn_desc,statistical_murder_flag,perp_age_group,perp_sex,perp_race,vic_age_group,vic_sex,vic_race
276665998,2023-10-28T00:00:00.000,13:30:00,BROOKLYN,OUTSIDE,67,0,STREET,FALSE,(null),(null),(null),45-64,M,BLACK
276669687,2023-10-27T00:00:00.000,20:07:00,BRONX,OUTSIDE,42,2,HOUSING,TRUE,<18,M,WHITE HISPANIC,45-64,M,BLACK
276669686,2023-10-27T00:00:00.000,23:58:00,QUEENS,OUTSIDE,101,2,HOUSING,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
276669688,2023-10-27T00:00:00.000,23:03:00,BRONX,OUTSIDE,40,2,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
276669689,2023-10-27T00:00:00.000,15:03:00,STATEN ISLAND,INSIDE,120,2,HOUSING,FALSE,25-44,M,BLACK,25-44,F,WHITE HISPANIC
276572811,2023-10-26T00:00:00.000,15:22:00,BRONX,OUTSIDE,40,2,HOUSING,FALSE,25-44,M,WHITE HISPANIC,45-64,M,BLACK
276572810,2023-10-26T00:00:00.000,22:30:00,BRONX,OUTSIDE,46,0,STREET,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
276455645,2023-10-25T00:00:00.000,03:04:00,BROOKLYN,OUTSIDE,73,0,STREET,FALSE,(null),(null),(null),25-44,F,WHITE HISPANIC
276509562,2023-10-25T00:00:00.000,20:50:00,BROOKLYN,OUTSIDE,75,0,STREET,FALSE,<18,M,BLACK,25-44,M,WHITE HISPANIC
276436475,2023-10-24T00:00:00.000,18:53:00,BRONX,INSIDE,47,0,DWELLING,FALSE,18-24,M,BLACK,18-24,M,BLACK
276436475,2023-10-24T00:00:00.000,18:53:00,BRONX,INSIDE,47,0,DWELLING,FALSE,<18,M,BLACK,18-24,M,BLACK
276375698,2023-10-23T00:00:00.000,22:58:00,BROOKLYN,INSIDE,77,0,DWELLING,TRUE,(null),(null),(null),25-44,M,BLACK
276375697,2023-10-23T00:00:00.000,20:04:00,MANHATTAN,OUTSIDE,23,0,HOUSING,FALSE,(null),(null),(null),<18,M,BLACK
276320559,2023-10-22T00:00:00.000,02:35:00,BROOKLYN,OUTSIDE,66,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
276320558,2023-10-22T00:00:00.000,05:37:00,BROOKLYN,INSIDE,83,0,COMMERCIAL,FALSE,(null),(null),(null),25-44,F,BLACK
276323863,2023-10-21T00:00:00.000,02:44:00,QUEENS,INSIDE,104,0,DWELLING,TRUE,25-44,M,WHITE HISPANIC,25-44,F,WHITE
276319085,2023-10-21T00:00:00.000,03:31:00,QUEENS,OUTSIDE,108,0,COMMERCIAL,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
276320557,2023-10-21T00:00:00.000,10:00:00,BRONX,INSIDE,40,0,OTHER,FALSE,(null),(null),(null),25-44,M,BLACK
276319086,2023-10-21T00:00:00.000,11:20:00,BRONX,INSIDE,43,0,COMMERCIAL,FALSE,18-24,M,BLACK,18-24,M,BLACK
276228575,2023-10-20T00:00:00.000,05:19:00,BRONX,OUTSIDE,43,0,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
276262588,2023-10-20T00:00:00.000,22:50:00,QUEENS,OUTSIDE,110,0,STREET,FALSE,25-44,M,ASIAN / PACIFIC ISLANDER,25-44,M,ASIAN / PACIFIC ISLANDER
276217856,2023-10-19T00:00:00.000,10:48:00,QUEENS,OUTSIDE,109,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC
276136364,2023-10-18T00:00:00.000,10:37:00,BROOKLYN,OUTSIDE,69,0,PLAYGROUND,FALSE,(null),(null),(null),18-24,M,BLACK
276112667,2023-10-18T00:00:00.000,02:49:00,MANHATTAN,OUTSIDE,19,0,STREET,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
276125028,2023-10-18T00:00:00.000,09:10:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK
276125027,2023-10-18T00:00:00.000,05:39:00,QUEENS,INSIDE,109,0,DWELLING,FALSE,(null),(null),(null),25-44,M,ASIAN / PACIFIC ISLANDER
276142175,2023-10-18T00:00:00.000,15:15:00,BRONX,OUTSIDE,40,2,HOUSING,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
276142174,2023-10-18T00:00:00.000,14:08:00,BROOKLYN,OUTSIDE,77,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
276021969,2023-10-16T00:00:00.000,08:14:00,BROOKLYN,INSIDE,71,0,DWELLING,FALSE,25-44,M,BLACK,25-44,M,BLACK
276032583,2023-10-16T00:00:00.000,23:18:00,BROOKLYN,OUTSIDE,81,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
276021969,2023-10-16T00:00:00.000,08:14:00,BROOKLYN,INSIDE,71,0,DWELLING,FALSE,25-44,M,BLACK,25-44,F,BLACK
275979884,2023-10-15T00:00:00.000,22:30:00,BRONX,OUTSIDE,44,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
275968020,2023-10-15T00:00:00.000,05:30:00,MANHATTAN,INSIDE,14,0,COMMERCIAL,TRUE,(null),(null),(null),25-44,M,BLACK
275966469,2023-10-14T00:00:00.000,07:00:00,MANHATTAN,OUTSIDE,25,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
275871484,2023-10-12T00:00:00.000,22:04:00,BRONX,OUTSIDE,41,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
275824274,2023-10-12T00:00:00.000,03:13:00,MANHATTAN,OUTSIDE,24,0,STREET,FALSE,25-44,F,BLACK HISPANIC,25-44,M,BLACK
275824274,2023-10-12T00:00:00.000,03:13:00,MANHATTAN,OUTSIDE,24,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
275810043,2023-10-11T00:00:00.000,17:25:00,BRONX,OUTSIDE,46,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
275755199,2023-10-11T00:00:00.000,01:00:00,BROOKLYN,OUTSIDE,73,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK
275682382,2023-10-10T00:00:00.000,02:42:00,QUEENS,INSIDE,114,0,DWELLING,FALSE,<18,M,WHITE,25-44,M,WHITE
275682382,2023-10-10T00:00:00.000,02:42:00,QUEENS,INSIDE,114,0,DWELLING,FALSE,25-44,M,WHITE,25-44,M,WHITE
275664651,2023-10-09T00:00:00.000,16:38:00,BROOKLYN,OUTSIDE,77,2,HOUSING,FALSE,18-24,M,BLACK,18-24,M,BLACK
275659025,2023-10-09T00:00:00.000,13:06:00,QUEENS,OUTSIDE,113,0,STREET,FALSE,<18,M,BLACK,<18,M,BLACK
275671887,2023-10-09T00:00:00.000,05:03:00,MANHATTAN,INSIDE,34,0,COMMERCIAL,FALSE,(null),(null),(null),18-24,M,BLACK HISPANIC
275671887,2023-10-09T00:00:00.000,05:03:00,MANHATTAN,INSIDE,34,0,COMMERCIAL,FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC
275608047,2023-10-08T00:00:00.000,06:10:00,BRONX,INSIDE,43,0,DWELLING,FALSE,(null),(null),(null),25-44,M,BLACK
275597025,2023-10-08T00:00:00.000,02:20:00,BRONX,OUTSIDE,50,2,HOUSING,FALSE,(null),(null),(null),45-64,M,WHITE HISPANIC
275597026,2023-10-07T00:00:00.000,02:11:00,BROOKLYN,OUTSIDE,88,0,STREET,TRUE,(null),(null),(null),25-44,M,BLACK
275544876,2023-10-06T00:00:00.000,12:00:00,BROOKLYN,OUTSIDE,70,0,STREET,FALSE,<18,M,BLACK,<18,F,BLACK
275597027,2023-10-06T00:00:00.000,21:18:00,STATEN ISLAND,INSIDE,120,0,DWELLING,TRUE,(null),(null),(null),<18,F,BLACK HISPANIC
275544876,2023-10-06T00:00:00.000,12:00:00,BROOKLYN,OUTSIDE,70,0,STREET,FALSE,18-24,M,BLACK,<18,F,BLACK
275535476,2023-10-06T00:00:00.000,01:36:00,BROOKLYN,OUTSIDE,73,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
275535476,2023-10-06T00:00:00.000,01:36:00,BROOKLYN,OUTSIDE,73,0,STREET,FALSE,(null),(null),(null),18-24,F,BLACK
275493762,2023-10-05T00:00:00.000,17:30:00,BROOKLYN,OUTSIDE,73,2,HOUSING,FALSE,25-44,M,BLACK,18-24,M,BLACK
275504816,2023-10-05T00:00:00.000,20:15:00,BRONX,OUTSIDE,42,0,STREET,TRUE,(null),(null),(null),45-64,M,BLACK
275497524,2023-10-05T00:00:00.000,19:21:00,QUEENS,OUTSIDE,101,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
275504815,2023-10-05T00:00:00.000,19:30:00,QUEENS,OUTSIDE,101,2,HOUSING,FALSE,25-44,M,BLACK,25-44,F,BLACK
275441980,2023-10-04T00:00:00.000,18:35:00,BRONX,OUTSIDE,44,0,STREET,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
275441981,2023-10-04T00:00:00.000,18:04:00,BRONX,OUTSIDE,43,0,STREET,FALSE,18-24,M,BLACK HISPANIC,45-64,F,BLACK HISPANIC
275357002,2023-10-03T00:00:00.000,21:58:00,BRONX,OUTSIDE,46,0,STREET,FALSE,<18,M,WHITE HISPANIC,18-24,M,BLACK
275357002,2023-10-03T00:00:00.000,21:58:00,BRONX,OUTSIDE,46,0,STREET,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
275357002,2023-10-03T00:00:00.000,21:58:00,BRONX,OUTSIDE,46,0,STREET,FALSE,18-24,M,BLACK,18-24,M,BLACK
275291829,2023-10-02T00:00:00.000,09:30:00,QUEENS,OUTSIDE,105,0,STREET,FALSE,18-24,M,BLACK,18-24,M,BLACK
275272124,2023-10-02T00:00:00.000,00:28:00,BRONX,OUTSIDE,46,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC
275291829,2023-10-02T00:00:00.000,09:30:00,QUEENS,OUTSIDE,105,0,STREET,FALSE,18-24,M,WHITE HISPANIC,18-24,M,BLACK
275291830,2023-10-02T00:00:00.000,14:24:00,BROOKLYN,OUTSIDE,73,2,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
275291828,2023-10-02T00:00:00.000,10:30:00,BROOKLYN,OUTSIDE,81,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK
275272125,2023-10-02T00:00:00.000,02:35:00,BROOKLYN,OUTSIDE,75,0,HOUSING,FALSE,(null),(null),(null),18-24,M,BLACK
275251258,2023-10-01T00:00:00.000,18:45:00,MANHATTAN,OUTSIDE,34,0,STREET,FALSE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
275231376,2023-10-01T00:00:00.000,06:00:00,BRONX,OUTSIDE,48,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
275246425,2023-10-01T00:00:00.000,17:10:00,BROOKLYN,INSIDE,70,0,DWELLING,TRUE,(null),(null),(null),18-24,M,BLACK
275246425,2023-10-01T00:00:00.000,17:10:00,BROOKLYN,INSIDE,70,0,DWELLING,TRUE,(null),(null),(null),<18,F,BLACK
275231377,2023-10-01T00:00:00.000,00:22:00,STATEN ISLAND,OUTSIDE,123,0,DWELLING,FALSE,45-64,M,WHITE,25-44,M,WHITE
275246425,2023-10-01T00:00:00.000,17:10:00,BROOKLYN,INSIDE,70,0,DWELLING,FALSE,(null),(null),(null),<18,F,BLACK
275251256,2023-10-01T00:00:00.000,23:42:00,MANHATTAN,OUTSIDE,34,0,STREET,TRUE,(null),(null),(null),25-44,M,BLACK
275251257,2023-10-01T00:00:00.000,17:10:00,BRONX,INSIDE,46,0,DWELLING,TRUE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
275231376,2023-10-01T00:00:00.000,06:00:00,BRONX,OUTSIDE,48,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK HISPANIC
275246425,2023-10-01T00:00:00.000,17:10:00,BROOKLYN,INSIDE,70,0,DWELLING,FALSE,(null),(null),(null),18-24,M,BLACK
275218028,2023-09-30T00:00:00.000,17:12:00,BROOKLYN,OUTSIDE,79,2,HOUSING,TRUE,18-24,M,BLACK,25-44,M,BLACK
275218028,2023-09-30T00:00:00.000,17:12:00,BROOKLYN,OUTSIDE,79,2,HOUSING,TRUE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
275218028,2023-09-30T00:00:00.000,17:12:00,BROOKLYN,OUTSIDE,79,2,HOUSING,FALSE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
275209617,2023-09-30T00:00:00.000,12:14:00,BRONX,OUTSIDE,43,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
275218028,2023-09-30T00:00:00.000,17:12:00,BROOKLYN,OUTSIDE,79,2,HOUSING,FALSE,18-24,M,BLACK,25-44,M,BLACK
275209618,2023-09-29T00:00:00.000,17:34:00,BRONX,OUTSIDE,43,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
275215976,2023-09-29T00:00:00.000,18:30:00,MANHATTAN,OUTSIDE,33,0,STREET,TRUE,25-44,M,BLACK,25-44,M,BLACK
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,45-64,M,BLACK,18-24,F,WHITE
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,45-64,M,BLACK,25-44,M,BLACK
275209616,2023-09-29T00:00:00.000,20:52:00,BRONX,OUTSIDE,49,0,STREET,FALSE,25-44,M,WHITE,25-44,M,WHITE
275206398,2023-09-29T00:00:00.000,02:19:00,BROOKLYN,INSIDE,83,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
275215976,2023-09-29T00:00:00.000,18:30:00,MANHATTAN,OUTSIDE,33,0,STREET,TRUE,25-44,M,BLACK,45-64,F,BLACK
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,25-44,M,BLACK,25-44,F,BLACK
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,25-44,M,BLACK,18-24,F,WHITE
275142941,2023-09-29T00:00:00.000,00:30:00,QUEENS,OUTSIDE,102,0,STREET,FALSE,45-64,M,BLACK,25-44,F,BLACK
275208186,2023-09-29T00:00:00.000,18:43:00,QUEENS,OUTSIDE,101,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC
275101176,2023-09-28T00:00:00.000,00:50:00,QUEENS,OUTSIDE,103,0,DWELLING,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
275053556,2023-09-27T00:00:00.000,19:48:00,BROOKLYN,OUTSIDE,79,2,HOUSING,TRUE,25-44,M,BLACK,25-44,M,WHITE HISPANIC
275053557,2023-09-27T00:00:00.000,21:35:00,BROOKLYN,INSIDE,77,0,DWELLING,FALSE,<18,M,BLACK,25-44,F,BLACK
275055217,2023-09-27T00:00:00.000,21:35:00,BRONX,OUTSIDE,49,0,STREET,FALSE,45-64,M,WHITE,25-44,M,WHITE HISPANIC
274999625,2023-09-26T00:00:00.000,23:10:00,BROOKLYN,INSIDE,69,0,HOUSING,FALSE,(null),(null),(null),18-24,M,BLACK
274939047,2023-09-25T00:00:00.000,04:54:00,QUEENS,OUTSIDE,114,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
274939049,2023-09-25T00:00:00.000,01:18:00,QUEENS,INSIDE,110,0,OTHER,FALSE,(null),(null),(null),18-24,M,WHITE HISPANIC
274939048,2023-09-25T00:00:00.000,21:35:00,MANHATTAN,OUTSIDE,23,0,HOUSING,FALSE,(null),(null),(null),18-24,M,BLACK
274939046,2023-09-25T00:00:00.000,01:01:00,QUEENS,OUTSIDE,110,0,STREET,FALSE,(null),(null),(null),18-24,M,WHITE HISPANIC
274873181,2023-09-24T00:00:00.000,09:58:00,QUEENS,OUTSIDE,103,0,STREET,FALSE,25-44,M,BLACK,18-24,M,BLACK
274873180,2023-09-24T00:00:00.000,03:44:00,BRONX,OUTSIDE,42,2,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
274886730,2023-09-24T00:00:00.000,18:50:00,BRONX,OUTSIDE,46,0,STREET,TRUE,45-64,M,WHITE HISPANIC,45-64,M,WHITE HISPANIC
274885238,2023-09-24T00:00:00.000,18:22:00,BROOKLYN,OUTSIDE,90,0,STREET,FALSE,<18,M,BLACK,25-44,M,BLACK HISPANIC
274871515,2023-09-23T00:00:00.000,23:40:00,QUEENS,OUTSIDE,107,2,HOUSING,FALSE,18-24,M,WHITE,25-44,M,WHITE HISPANIC
274832232,2023-09-22T00:00:00.000,20:49:00,MANHATTAN,OUTSIDE,32,0,STREET,FALSE,(null),(null),(null),<18,M,BLACK
274804129,2023-09-22T00:00:00.000,02:00:00,BRONX,OUTSIDE,47,0,STREET,FALSE,25-44,M,BLACK,25-44,F,BLACK
274833990,2023-09-22T00:00:00.000,19:36:00,BRONX,OUTSIDE,46,0,STREET,FALSE,25-44,F,BLACK,25-44,M,BLACK
274833990,2023-09-22T00:00:00.000,19:36:00,BRONX,OUTSIDE,46,0,STREET,FALSE,25-44,M,WHITE HISPANIC,25-44,M,BLACK
274784927,2023-09-21T00:00:00.000,21:30:00,BRONX,OUTSIDE,44,0,STREET,FALSE,18-24,M,BLACK HISPANIC,18-24,M,WHITE HISPANIC
274729784,2023-09-20T00:00:00.000,22:30:00,BROOKLYN,OUTSIDE,76,2,HOUSING,FALSE,(null),(null),(null),<18,M,BLACK HISPANIC
274729410,2023-09-20T00:00:00.000,11:20:00,MANHATTAN,OUTSIDE,32,0,STREET,TRUE,25-44,M,BLACK,65+,M,BLACK
274633316,2023-09-19T00:00:00.000,01:29:00,MANHATTAN,OUTSIDE,24,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
274675144,2023-09-19T00:00:00.000,20:22:00,BRONX,OUTSIDE,46,0,STREET,FALSE,(null),(null),(null),<18,M,BLACK HISPANIC
274675146,2023-09-19T00:00:00.000,23:55:00,BROOKLYN,OUTSIDE,90,0,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
274675145,2023-09-19T00:00:00.000,20:16:00,BROOKLYN,OUTSIDE,67,0,STREET,FALSE,(null),(null),(null),45-64,F,BLACK
274675144,2023-09-19T00:00:00.000,20:22:00,BRONX,OUTSIDE,46,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK HISPANIC
274622217,2023-09-18T00:00:00.000,23:20:00,BROOKLYN,OUTSIDE,61,0,COMMERCIAL,FALSE,(null),(null),(null),18-24,M,BLACK
274622216,2023-09-18T00:00:00.000,09:23:00,MANHATTAN,OUTSIDE,25,0,STREET,FALSE,25-44,M,BLACK,25-44,F,BLACK
274622216,2023-09-18T00:00:00.000,09:23:00,MANHATTAN,OUTSIDE,25,0,STREET,FALSE,18-24,M,BLACK,25-44,F,BLACK
274622218,2023-09-18T00:00:00.000,19:22:00,BROOKLYN,OUTSIDE,71,0,STREET,TRUE,(null),(null),(null),18-24,M,BLACK
274564570,2023-09-17T00:00:00.000,01:09:00,BRONX,OUTSIDE,44,0,STREET,TRUE,18-24,M,WHITE HISPANIC,65+,M,WHITE HISPANIC
274564571,2023-09-17T00:00:00.000,00:04:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE
274582286,2023-09-16T00:00:00.000,20:10:00,BROOKLYN,OUTSIDE,60,2,HOUSING,FALSE,(null),(null),(null),18-24,M,BLACK
274517247,2023-09-16T00:00:00.000,00:40:00,BRONX,OUTSIDE,47,0,STREET,FALSE,(null),(null),(null),45-64,F,ASIAN / PACIFIC ISLANDER
274517246,2023-09-15T00:00:00.000,19:15:00,BROOKLYN,OUTSIDE,83,0,STREET,FALSE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
274505052,2023-09-15T00:00:00.000,01:12:00,BROOKLYN,OUTSIDE,63,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
274445543,2023-09-14T00:00:00.000,12:30:00,BRONX,OUTSIDE,40,0,STREET,FALSE,18-24,M,BLACK,65+,F,WHITE HISPANIC
274445543,2023-09-14T00:00:00.000,12:30:00,BRONX,OUTSIDE,40,0,STREET,TRUE,18-24,M,BLACK,65+,F,WHITE HISPANIC
274464113,2023-09-14T00:00:00.000,19:41:00,BRONX,OUTSIDE,44,0,STREET,FALSE,(null),(null),(null),65+,M,WHITE HISPANIC
274464112,2023-09-14T00:00:00.000,20:44:00,BRONX,OUTSIDE,48,0,STREET,FALSE,25-44,M,BLACK,25-44,M,BLACK
274445543,2023-09-14T00:00:00.000,12:30:00,BRONX,OUTSIDE,40,0,STREET,TRUE,18-24,M,BLACK,25-44,F,WHITE HISPANIC
274445543,2023-09-14T00:00:00.000,12:30:00,BRONX,OUTSIDE,40,0,STREET,FALSE,18-24,M,BLACK,25-44,F,WHITE HISPANIC
274464113,2023-09-14T00:00:00.000,19:41:00,BRONX,OUTSIDE,44,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
274464113,2023-09-14T00:00:00.000,19:41:00,BRONX,OUTSIDE,44,0,STREET,FALSE,(null),(null),(null),18-24,M,WHITE HISPANIC
274396068,2023-09-13T00:00:00.000,10:03:00,MANHATTAN,OUTSIDE,25,0,STREET,TRUE,18-24,M,WHITE HISPANIC,25-44,M,BLACK
274396068,2023-09-13T00:00:00.000,10:03:00,MANHATTAN,OUTSIDE,25,0,STREET,TRUE,18-24,M,BLACK,25-44,M,BLACK
274396069,2023-09-13T00:00:00.000,19:02:00,BRONX,OUTSIDE,40,0,HOUSING,FALSE,(null),(null),(null),25-44,F,BLACK
274317598,2023-09-12T00:00:00.000,17:00:00,BROOKLYN,OUTSIDE,81,0,HOUSING,FALSE,(null),(null),(null),25-44,M,BLACK
274317598,2023-09-12T00:00:00.000,17:00:00,BROOKLYN,OUTSIDE,81,0,HOUSING,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
274317595,2023-09-12T00:00:00.000,17:03:00,BRONX,OUTSIDE,40,0,STREET,FALSE,25-44,M,BLACK,<18,M,BLACK
274317597,2023-09-12T00:00:00.000,21:05:00,QUEENS,OUTSIDE,114,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
274317595,2023-09-12T00:00:00.000,17:03:00,BRONX,OUTSIDE,40,0,STREET,FALSE,18-24,M,BLACK,<18,M,BLACK
274180040,2023-09-10T00:00:00.000,06:19:00,BRONX,OUTSIDE,46,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK HISPANIC
274180039,2023-09-10T00:00:00.000,05:22:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,(null),(null),(null),18-24,M,BLACK
274180038,2023-09-10T00:00:00.000,06:10:00,BROOKLYN,OUTSIDE,94,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
274180039,2023-09-10T00:00:00.000,05:22:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,(null),(null),(null),18-24,F,BLACK
274180041,2023-09-10T00:00:00.000,01:28:00,BRONX,OUTSIDE,47,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK
274180042,2023-09-09T00:00:00.000,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,TRUE,45-64,M,BLACK,25-44,F,BLACK
274180042,2023-09-09T00:00:00.000,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,TRUE,45-64,M,BLACK,25-44,M,BLACK
274180042,2023-09-09T00:00:00.000,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,45-64,M,BLACK,25-44,M,BLACK
274180042,2023-09-09T00:00:00.000,12:17:00,BROOKLYN,OUTSIDE,79,0,STREET,FALSE,45-64,M,BLACK,25-44,F,BLACK
274082236,2023-09-07T00:00:00.000,21:12:00,BRONX,OUTSIDE,46,0,STREET,TRUE,(null),(null),(null),25-44,M,BLACK HISPANIC
274074212,2023-09-07T00:00:00.000,17:21:00,BROOKLYN,OUTSIDE,72,0,STREET,FALSE,25-44,M,WHITE HISPANIC,18-24,M,WHITE HISPANIC
274082237,2023-09-07T00:00:00.000,17:37:00,QUEENS,OUTSIDE,102,0,STREET,TRUE,45-64,M,BLACK,25-44,F,BLACK
274020434,2023-09-06T00:00:00.000,15:37:00,BROOKLYN,OUTSIDE,79,0,HOUSING,FALSE,25-44,M,BLACK,25-44,F,BLACK
274020435,2023-09-06T00:00:00.000,22:28:00,BROOKLYN,OUTSIDE,67,0,STREET,TRUE,(null),(null),(null),25-44,M,BLACK
274020434,2023-09-06T00:00:00.000,15:37:00,BROOKLYN,OUTSIDE,79,0,HOUSING,FALSE,25-44,M,BLACK,25-44,M,BLACK
273899115,2023-09-04T00:00:00.000,17:21:00,BROOKLYN,OUTSIDE,77,0,STREET,FALSE,18-24,M,BLACK,18-24,M,BLACK
273899416,2023-09-04T00:00:00.000,22:00:00,BRONX,OUTSIDE,42,0,STREET,FALSE,(null),(null),(null),<18,M,WHITE HISPANIC
273899110,2023-09-04T00:00:00.000,20:49:00,BROOKLYN,OUTSIDE,77,0,STREET,TRUE,25-44,M,BLACK,45-64,M,BLACK
273899108,2023-09-04T00:00:00.000,00:40:00,BRONX,OUTSIDE,40,2,HOUSING,TRUE,45-64,M,WHITE HISPANIC,25-44,M,BLACK HISPANIC
273899113,2023-09-04T00:00:00.000,18:40:00,BROOKLYN,INSIDE,71,0,OTHER,FALSE,(null),(null),(null),25-44,M,BLACK
273899112,2023-09-04T00:00:00.000,16:45:00,BRONX,OUTSIDE,41,0,STREET,FALSE,25-44,M,BLACK HISPANIC,25-44,M,WHITE HISPANIC
273899109,2023-09-04T00:00:00.000,05:02:00,BROOKLYN,OUTSIDE,76,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
273899114,2023-09-04T00:00:00.000,23:32:00,BRONX,OUTSIDE,42,0,STREET,FALSE,18-24,M,BLACK,25-44,M,BLACK
273899111,2023-09-04T00:00:00.000,13:30:00,BRONX,OUTSIDE,48,0,STREET,FALSE,(null),(null),(null),25-44,M,BLACK HISPANIC
273846994,2023-09-03T00:00:00.000,04:07:00,BROOKLYN,OUTSIDE,83,0,STREET,TRUE,18-24,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
273846994,2023-09-03T00:00:00.000,04:07:00,BROOKLYN,OUTSIDE,83,0,STREET,TRUE,25-44,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
273846994,2023-09-03T00:00:00.000,04:07:00,BROOKLYN,OUTSIDE,83,0,STREET,TRUE,<18,M,WHITE HISPANIC,25-44,M,WHITE HISPANIC
273859057,2023-09-03T00:00:00.000,12:20:00,QUEENS,OUTSIDE,103,0,STREET,FALSE,25-44,M,BLACK,45-64,M,BLACK
273861424,2023-09-03T00:00:00.000,15:10:00,QUEENS,OUTSIDE,104,0,STREET,FALSE,(null),(null),(null),25-44,M,WHITE HISPANIC
273837716,2023-09-02T00:00:00.000,22:57:00,BRONX,OUTSIDE,46,0,STREET,TRUE,25-44,M,BLACK,25-44,M,BLACK
273837717,2023-09-02T00:00:00.000,02:37:00,BRONX,OUTSIDE,43,0,STREET,TRUE,(null),(null),(null),25-44,M,BLACK HISPANIC
273816262,2023-09-02T00:00:00.000,02:40:00,BRONX,INSIDE,46,0,DWELLING,FALSE,45-64,M,BLACK,25-44,M,BLACK
